scheme_name,amc_name,fund_manager,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,category,sub_category,rating,effective_return,sharpe,sortino,risk_level_score,risk_level,fund_score
ITI Liquid Fund,ITI Mutual Fund,Vikrant Mehta,500,5000,0.09,31.0,4,Debt,Liquid Mutual Funds,2,3.9,0.0,-0.02,1,Low,0.1746451354396304
ITI Long Term Equity Fund,ITI Mutual Fund,Dhimant Shah,500,500,0.44,156.0,3,Equity,ELSS Mutual Funds,2,23.7,1.31,3.29,6,High,0.33832357350860065
ITI Overnight Fund,ITI Mutual Fund,Vikrant Mehta,500,5000,0.08,26.0,3,Debt,Overnight Mutual Funds,1,3.8,-0.22,-1.11,1,Low,0.11201244765841556
ITI Small Cap Fund,ITI Mutual Fund,Dhimant Shah,500,5000,0.44,1015.0,3,Equity,Small Cap Mutual Funds,1,29.4,1.27,2.41,6,High,0.32875400060456006
ITI Ultra Short Duration Fund,ITI Mutual Fund,Vikrant Mehta,500,5000,0.1,119.0,2,Debt,Ultra Short Duration Funds,2,5.3,1.29,2.87,2,Low,0.23616326103105467
JM Arbitrage Fund,JM Financial Mutual Fund,Asit Bhandarkar,500,5000,0.36,60.0,10,Hybrid,Arbitrage Mutual Funds,1,4.5,-0.23,-0.31,1,Low,0.16331656469772282
JM Dynamic Bond Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,1000,5000,0.63,43.0,10,Debt,Dynamic Bond,4,6.1,0.95,1.64,2,Low,0.3389962110765586
JM Equity Hybrid Fund,JM Financial Mutual Fund,Asit Bhandarkar,500,5000,1.37,11.0,10,Hybrid,Aggressive Hybrid Mutual Funds,4,11.2,1.4,3.79,6,High,0.36963321829426726
JM Flexicap Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,500,5000,1.62,255.0,10,Equity,Flexi Cap Funds,4,13.8,1.4,3.67,6,High,0.3941463489570948
JM Focused Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,500,5000,1.58,42.0,10,Equity,Focused Funds,1,8.6,1.08,2.5,6,High,0.21844623616952924
JM Large Cap Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,500,5000,1.8,44.0,10,Equity,Large Cap Mutual Funds,5,10.4,1.2,2.94,6,High,0.39326091424285947
JM Liquid Fund,JM Financial Mutual Fund,Shalini Tibrewala,1000,5000,0.15,1426.0,10,Debt,Liquid Mutual Funds,4,5.3,0.86,3.82,2,Low,0.37440027903567097
JM Low Duration Fund,JM Financial Mutual Fund,Shalini Tibrewala,1000,5000,0.34,151.0,10,Debt,Low Duration Funds,4,5.3,0.64,12.57,2,Low,0.4080119711075899
JM Medium to Long Duration Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,1000,5000,0.48,19.0,10,Debt,Medium to Long Duration Funds,2,3.1,0.2,0.28,3,Medium,0.20538884864912627
JM Tax Gain Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,500,500,1.45,70.0,10,Equity,ELSS Mutual Funds,3,12.8,1.35,2.94,6,High,0.3385303338893022
JM Value Fund,JM Financial Mutual Fund,Gurvinder Singh Wasan,500,5000,1.87,163.0,10,Equity,Value Funds,2,12.4,1.53,3.94,6,High,0.30595864698246367
Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Harish Krishnan,1000,1000,0.48,14279.0,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3,18.1,1.59,4.01,6,High,0.4006711055145712
Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.37,5256.0,10,Debt,Banking and PSU Mutual Funds,3,7.5,1.03,1.87,3,Medium,0.33987523807477177
Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Harish Krishnan,100,1000,0.64,5259.0,10,Equity,Large Cap Mutual Funds,5,12.6,1.45,3.48,6,High,0.4629293473407523
Kotak Bond – Short Term Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.36,12203.0,10,Debt,Short Duration Funds,3,7.2,1.12,1.89,3,Medium,0.34581164653932245
Kotak Bond Fund,Kotak Mahindra Mutual Fund,Abhishek Bisen,1000,5000,0.63,1584.0,10,Debt,Medium to Long Duration Funds,3,7.7,0.6,0.72,2,Low,0.30637547649836
Kotak Corporate Bond Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.32,8880.0,10,Debt,Corporate Bond Mutual Funds,3,7.1,1.23,2.25,2,Low,0.35160104376273515
Kotak Credit Risk Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.74,1204.0,10,Debt,Credit Risk Funds,2,6.4,0.47,0.42,5,High,0.25044406367927996
Kotak Debt Hybrid Fund,Kotak Mahindra Mutual Fund,Devender Singhal,1000,5000,0.44,1650.0,10,Hybrid,Conservative Hybrid Mutual Funds,5,10.0,2.06,3.44,4,Medium,0.47189568792790015
Kotak Dynamic Bond Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.4,1992.0,10,Debt,Dynamic Bond,4,7.8,0.69,1.0,3,Medium,0.35781923530467025
Kotak Emerging Equity Fund,Kotak Mahindra Mutual Fund,Pankaj Tibrewal,100,100,0.49,23962.0,10,Equity,Mid Cap Mutual Funds,4,15.2,1.82,3.73,6,High,0.46167072298906126
Kotak Equity Arbitrage Fund,Kotak Mahindra Mutual Fund,Hiten Shah,1000,5000,0.43,21917.0,10,Hybrid,Arbitrage Mutual Funds,4,5.6,1.26,1.46,1,Low,0.38192851698371094
Kotak Equity Hybrid Fund,Kotak Mahindra Mutual Fund,Pankaj Tibrewal,1000,5000,0.58,3269.0,8,Hybrid,Aggressive Hybrid Mutual Funds,0,12.8,1.86,3.89,6,High,0.2686845671815952
Kotak Equity Opportunities – Direct Growth,Kotak Mahindra Mutual Fund,Harsha Upadhyaya,500,500,0.6,11608.0,10,Equity,Large & Mid Cap Funds,4,13.9,1.64,3.43,6,High,0.4412638802724616
Kotak Equity Savings Fund,Kotak Mahindra Mutual Fund,Devender Singhal,1000,5000,1.02,2097.0,8,Hybrid,Equity Savings Mutual Funds,4,9.2,1.8,4.22,4,Medium,0.40118852894445783
Kotak Flexi Cap Fund,Kotak Mahindra Mutual Fund,Harsha Upadhyaya,500,5000,0.68,35775.0,10,Equity,Flexi Cap Funds,3,11.7,1.37,2.7,6,High,0.37901769712631694
Kotak Floating Rate Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.22,4796.0,4,Debt,Floater Mutual Funds,2,7.0,1.02,1.86,2,Low,0.261803395251086
Kotak Focused Equity Fund,Kotak Mahindra Mutual Fund,Shibani Kurian,1000,5000,0.51,2447.0,4,Equity,Focused Funds,3,26.6,1.44,2.85,6,High,0.4142596820070117
Kotak Gilt – Invest Plan – Direct Growth,Kotak Mahindra Mutual Fund,Abhishek Bisen,1000,5000,0.41,1699.0,10,Debt,Gilt Mutual Funds,4,8.4,0.64,0.81,2,Low,0.3571968088783604
Kotak Gilt Invest – PF & Trust Plan – Direct Growth,Kotak Mahindra Mutual Fund,Abhishek Bisen,1000,5000,0.41,1699.0,10,Debt,Gilt Mutual Funds,4,8.4,0.64,0.81,2,Low,0.35720068234511315
Kotak Gold Fund,Kotak Mahindra Mutual Fund,Abhishek Bisen,1000,5000,0.18,1406.0,10,Other,FoFs Domestic,3,13.7,0.48,1.08,5,High,0.3413388228196505
Kotak India EQ Contra Fund,Kotak Mahindra Mutual Fund,Shibani Kurian,1000,5000,0.81,1440.0,10,Equity,Contra Funds,4,14.2,1.57,3.35,6,High,0.42456704594444644
Kotak India Growth Fund,Kotak Mahindra Mutual Fund,Devender Singhal,0,5000,0.34,90.0,5,Equity,Multi Cap Funds,0,15.6,1.75,3.71,6,High,0.24393478797991522
Kotak Infrastructure & Ecoc. Reform-SP-DirGrowth,Kotak Mahindra Mutual Fund,Harish Krishnan,1000,5000,1.0,727.0,10,Equity,Sectoral / Thematic Mutual Funds,4,13.9,2.0,4.55,6,High,0.4389123487061629
Kotak Liquid Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,100,0.15,33220.0,10,Debt,Liquid Mutual Funds,2,5.3,0.85,3.68,3,Medium,0.3091960216461306
Kotak Low Duration Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.43,7420.0,10,Debt,Low Duration Funds,3,6.9,1.43,2.67,3,Medium,0.35731388165954747
Kotak Medium Term Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.58,1934.0,9,Debt,Medium Duration Funds,4,6.6,0.66,0.71,3,Medium,0.3385496805512904
Kotak Money Market Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,0,5000,0.26,14248.0,10,Debt,Money Market Funds,3,6.1,1.92,4.43,3,Medium,0.3889428093395857
Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,Kotak Mahindra Mutual Fund,Devender Singhal,1000,5000,0.13,783.0,10,Other,FoFs Domestic,0,15.3,1.91,4.33,5,High,0.3010957394331289
Kotak Overnight Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,0,5000,0.07,8999.0,4,Debt,Overnight Mutual Funds,3,3.9,-0.02,-0.1,1,Low,0.2427838477510388
Kotak Savings Fund,Kotak Mahindra Mutual Fund,Deepak Agrawal,1000,5000,0.37,12325.0,10,Debt,Ultra Short Duration Funds,3,6.2,1.85,4.14,3,Medium,0.38218538825222115
Kotak Small Cap Fund,Kotak Mahindra Mutual Fund,Pankaj Tibrewal,500,500,0.59,8617.0,10,Equity,Small Cap Mutual Funds,4,17.0,1.98,4.06,6,High,0.4713140334008419
Kotak Tax Saver Fund,Kotak Mahindra Mutual Fund,Harsha Upadhyaya,500,500,0.69,3167.0,10,Equity,ELSS Mutual Funds,4,14.4,1.68,3.36,6,High,0.4365082839991636
L&T Focused Equity Fund,L&T Mutual Fund,Venugopal Manghat,500,5000,1.09,946.0,4,Equity,Focused Funds,3,11.3,1.29,2.87,6,High,0.31236309932935297
L&T India Large Cap Fund,L&T Mutual Fund,Venugopal Manghat,500,5000,1.49,757.0,10,Equity,Large Cap Mutual Funds,2,12.1,1.18,2.6,6,High,0.2978738900115167
LIC MF Arbitrage Fund,LIC Mutual Fund,Jaiprakash Toshniwal,1000,5000,0.31,27.0,4,Hybrid,Arbitrage Mutual Funds,2,4.4,0.55,0.67,1,Low,0.19598782254621339
LIC MF Banking & Fina Serv Fund,LIC Mutual Fund,Jaiprakash Toshniwal,1000,5000,1.54,121.0,8,Equity,Sectoral / Thematic Mutual Funds,2,8.5,0.97,2.19,6,High,0.24351445167707278
LIC MF Banking & PSU Debt Fund,LIC Mutual Fund,Marzban Irani,1000,5000,0.28,1190.0,10,Debt,Banking and PSU Mutual Funds,3,6.8,0.78,1.49,2,Low,0.31881029422522333
LIC MF Bond Fund,LIC Mutual Fund,Marzban Irani,1000,5000,0.21,111.0,10,Debt,Medium to Long Duration Funds,2,6.2,0.22,0.32,3,Medium,0.237304663387262
LIC MF Children’s Gift Fund,LIC Mutual Fund,Karan Desai,1000,5000,1.86,12.0,10,Solution Oriented,Childrens Funds,1,7.6,0.99,2.54,6,High,0.2001314461870009
LIC MF Debt Hybrid Fund,LIC Mutual Fund,Karan Desai,1000,5000,1.34,61.0,10,Hybrid,Conservative Hybrid Mutual Funds,3,6.7,0.92,2.11,4,Medium,0.291553452901367
LIC MF Equity Hybrid Fund,LIC Mutual Fund,Karan Desai,1000,5000,1.43,378.0,10,Hybrid,Aggressive Hybrid Mutual Funds,1,8.3,0.99,2.26,6,High,0.22823476807210485
LIC MF Flexi Cap Fund,LIC Mutual Fund,Amit Nadekar,1000,5000,1.74,383.0,10,Equity,Flexi Cap Funds,2,8.8,1.02,2.15,6,High,0.2641777531850825
LIC MF G-Sec Fund,LIC Mutual Fund,Marzban Irani,1000,10000,0.76,46.0,10,Debt,Gilt Mutual Funds,3,7.7,0.35,0.51,2,Low,0.27666194329327926
LIC MF Infrastructure Fund,LIC Mutual Fund,Yogesh Patil,1000,5000,1.47,90.0,10,Equity,Sectoral / Thematic Mutual Funds,3,11.2,1.56,3.89,6,High,0.34507885720523446
LIC MF Large & Mid Cap Fund,LIC Mutual Fund,Yogesh Patil,1000,5000,0.84,1888.0,8,Equity,Large & Mid Cap Funds,3,10.9,1.34,2.59,6,High,0.34237261794848617
LIC MF Large Cap Fund,LIC Mutual Fund,Yogesh Patil,1000,5000,1.39,648.0,10,Equity,Large Cap Mutual Funds,2,10.9,1.08,2.37,6,High,0.28801984182658674
LIC MF Liquid Fund,LIC Mutual Fund,Rahul Singh,1000,5000,0.16,5996.0,10,Debt,Liquid Mutual Funds,3,5.3,0.97,4.72,3,Medium,0.35162920588026275
LIC MF Nifty 50 Index Fund,LIC Mutual Fund,Jaiprakash Toshniwal,1000,5000,0.2,53.0,10,Other,Index Funds,3,11.7,1.3,3.44,6,High,0.3569997835432603
LIC MF Overnight Fund,LIC Mutual Fund,Rahul Singh,1000,5000,0.07,951.0,4,Debt,Overnight Mutual Funds,4,3.9,0.02,0.11,1,Low,0.2740915938640309
LIC MF S&P BSE Sensex Index Fund,LIC Mutual Fund,Jaiprakash Toshniwal,1000,5000,0.38,68.0,10,Other,Index Funds,3,12.6,1.23,3.4,6,High,0.35686153288321193
LIC MF Savings Fund,LIC Mutual Fund,Rahul Singh,1000,5000,0.27,707.0,10,Debt,Low Duration Funds,3,5.6,1.57,4.54,2,Low,0.35922075871435405
LIC MF Short Term Debt Fund,LIC Mutual Fund,Marzban Irani,1000,5000,0.37,110.0,4,Debt,Short Duration Funds,2,5.7,0.76,1.26,3,Medium,0.21887468373499466
LIC MF Tax Plan – Direct Growth,LIC Mutual Fund,Amit Nadekar,500,500,1.47,401.0,10,Equity,ELSS Mutual Funds,2,9.9,1.25,2.55,6,High,0.2861304610236409
LIC MF Ultra Short Term Fund,LIC Mutual Fund,Rahul Singh,1000,5000,0.3,40.0,3,Debt,Ultra Short Duration Funds,1,4.5,0.85,1.98,1,Low,0.172001018650551
Mahindra Manulife Aggressive Hybrid Fund,Mahindra Manulife Mutual Fund,Fatema Pacha,500,1000,0.65,615.0,4,Hybrid,Aggressive Hybrid Mutual Funds,4,24.6,1.62,3.57,6,High,0.44626383485134735
Mahindra Manulife Consumption Fund,Mahindra Manulife Mutual Fund,Abhinav Khandelwal,500,1000,0.82,54.0,4,Equity,Sectoral / Thematic Mutual Funds,0,21.3,1.33,2.76,6,High,0.2365748156944918
Mahindra Manulife Dynamic Bond Fund,Mahindra Manulife Mutual Fund,Rahul Pal,500,1000,0.51,66.0,5,Debt,Dynamic Bond,2,4.4,-0.01,-0.01,3,Medium,0.17837851898289733
Mahindra Manulife ELSS Fund,Mahindra Manulife Mutual Fund,Fatema Pacha,500,500,0.73,525.0,6,Equity,ELSS Mutual Funds,3,12.0,1.53,3.64,6,High,0.3446563005524309
Mahindra Manulife Equity Savings Fund,Mahindra Manulife Mutual Fund,Fatema Pacha,500,1000,0.7,418.0,6,Hybrid,Equity Savings Mutual Funds,4,13.3,1.56,3.1,4,Medium,0.3912722383826825
Mahindra Manulife Large & Mid Cap Fund,Mahindra Manulife Mutual Fund,Manish Lodha,500,1000,0.51,1056.0,3,Equity,Large & Mid Cap Funds,5,30.4,1.61,3.07,6,High,0.5115097276229054
Mahindra Manulife Large Cap Fund,Mahindra Manulife Mutual Fund,Abhinav Khandelwal,500,1000,0.67,215.0,4,Equity,Large Cap Mutual Funds,4,25.7,1.25,2.71,6,High,0.4264549049238282
Mahindra Manulife Liquid Fund,Mahindra Manulife Mutual Fund,Rahul Pal,0,1000,0.15,514.0,7,Debt,Liquid Mutual Funds,5,5.4,1.15,5.26,3,Medium,0.4109806130381443
Mahindra Manulife Low Duration Fund,Mahindra Manulife Mutual Fund,Rahul Pal,500,1000,0.37,395.0,6,Debt,Low Duration Funds,3,6.4,1.63,3.11,3,Medium,0.32576918757766915
Mahindra Manulife Mid Cap Fund,Mahindra Manulife Mutual Fund,Abhinav Khandelwal,500,1000,0.66,1060.0,5,Equity,Mid Cap Mutual Funds,3,14.7,1.57,2.99,6,High,0.35454269109964964
Mahindra Manulife Multi Cap Fund,Mahindra Manulife Mutual Fund,Fatema Pacha,500,1000,0.49,1515.0,6,Equity,Multi Cap Funds,0,15.8,1.58,2.87,6,High,0.25100039680007885
Mahindra Manulife Overnight Fund,Mahindra Manulife Mutual Fund,Rahul Pal,0,1000,0.12,345.0,4,Debt,Overnight Mutual Funds,4,3.9,0.1,0.52,1,Low,0.2735499636303234
Mahindra Manulife Short Duration Fund,Mahindra Manulife Mutual Fund,Rahul Pal,500,1000,0.29,43.0,2,Debt,Short Duration Funds,3,4.4,1.29,2.87,3,Medium,0.262511583491156
Mahindra Manulife Ultra Short Duration Fund,Mahindra Manulife Mutual Fund,Rahul Pal,500,1000,0.35,170.0,3,Debt,Ultra Short Duration Funds,4,5.1,1.74,3.72,2,Low,0.34425887312567116
Mirae Asset Banking and PSU Debt Fund,Mirae Asset Mutual Fund,Basant Bafna,1000,5000,0.34,89.0,3,Debt,Banking and PSU Mutual Funds,3,3.7,1.29,2.87,2,Low,0.2677155554521229
Mirae Asset Cash Management Fund,Mirae Asset Mutual Fund,Abhishek Iyer,1000,5000,0.17,5983.0,10,Debt,Liquid Mutual Funds,3,5.3,1.0,6.12,2,Low,0.3622408788939391
Mirae Asset Corporate Bond Fund,Mirae Asset Mutual Fund,Mahendra Jajoo,1000,5000,0.46,57.0,2,Debt,Corporate Bond Mutual Funds,3,3.7,1.29,2.87,2,Low,0.25689205479607324
Mirae Asset Dynamic Bond Fund,Mirae Asset Mutual Fund,Amit Modani,1000,5000,0.18,213.0,6,Debt,Dynamic Bond,2,7.2,0.19,0.22,3,Medium,0.21993851000982426
Mirae Asset Emerging Bluechip Fund,Mirae Asset Mutual Fund,Neelesh Surana,1000,5000,0.68,23394.0,10,Equity,Large & Mid Cap Funds,5,15.1,1.51,3.42,6,High,0.48440510343270826
Mirae Asset Equity Savings Fund,Mirae Asset Mutual Fund,Harshad Borawake,1000,5000,0.43,573.0,4,Hybrid,Equity Savings Mutual Funds,5,16.1,1.66,4.03,4,Medium,0.45104991809693595
Mirae Asset Focused Fund,Mirae Asset Mutual Fund,Gaurav Misra,1000,5000,0.59,8615.0,4,Equity,Focused Funds,4,28.4,1.47,3.4,6,High,0.4734489434534624
Mirae Asset Great Consumer Fund,Mirae Asset Mutual Fund,Ankit Jain,1000,5000,0.5,1989.0,10,Equity,Sectoral / Thematic Mutual Funds,3,14.0,1.68,3.41,6,High,0.3964663222823969
Mirae Asset Healthcare Fund,Mirae Asset Mutual Fund,Vrijesh Kasera,1000,5000,0.52,1505.0,5,Equity,Sectoral / Thematic Mutual Funds,0,25.0,1.0,2.23,6,High,0.267404646689543
Mirae Asset Hybrid – Equity Fund,Mirae Asset Mutual Fund,Harshad Borawake,1000,5000,0.36,6952.0,8,Hybrid,Aggressive Hybrid Mutual Funds,4,12.2,1.42,3.27,6,High,0.4138352267576953
Mirae Asset Large Cap Fund,Mirae Asset Mutual Fund,Gaurav Misra,1000,5000,0.53,32910.0,10,Equity,Large Cap Mutual Funds,3,12.1,1.36,3.55,6,High,0.3890290749370091
Mirae Asset Midcap Fund,Mirae Asset Mutual Fund,Ankit Jain,1000,5000,0.58,8753.0,4,Equity,Mid Cap Mutual Funds,4,35.0,1.76,3.44,6,High,0.5192445696987823
Mirae Asset Money Market Fund,Mirae Asset Mutual Fund,Basant Bafna,1000,5000,0.25,59.0,2,Debt,Money Market Funds,3,5.3,1.29,2.87,2,Low,0.26970701330492947
Mirae Asset Overnight Fund,Mirae Asset Mutual Fund,Abhishek Iyer,1000,5000,0.11,632.0,3,Debt,Overnight Mutual Funds,5,3.9,0.2,1.26,1,Low,0.31920162450023754
Mirae Asset Savings Fund,Mirae Asset Mutual Fund,Kruti Chheta,1000,5000,0.37,606.0,10,Debt,Low Duration Funds,3,5.9,1.47,3.29,2,Low,0.3459877996955686
Mirae Asset Short Term Fund,Mirae Asset Mutual Fund,Basant Bafna,1000,5000,0.31,406.0,5,Debt,Short Duration Funds,3,6.7,1.05,1.74,2,Low,0.2920366599908978
Mirae Asset Tax Saver Fund,Mirae Asset Mutual Fund,Neelesh Surana,500,500,0.54,14043.0,7,Equity,ELSS Mutual Funds,5,15.3,1.52,3.73,6,High,0.46918485042616276
Mirae Asset Ultra Short Duration Fund,Mirae Asset Mutual Fund,Basant Bafna,1000,5000,0.29,284.0,2,Debt,Ultra Short Duration Funds,3,5.5,1.29,2.87,2,Low,0.2780118920827879
Motilal Oswal Balance Advantage Fund,Motilal Oswal Mutual Fund,Santosh Singh,500,500,1.19,667.0,6,Hybrid,Dynamic Asset Allocation or Balanced Advantage,1,5.6,0.62,1.13,6,High,0.17615468789381117
Motilal Oswal Equity Hybrid Fund,Motilal Oswal Mutual Fund,Siddharth Bothra,500,500,0.94,385.0,5,Hybrid,Aggressive Hybrid Mutual Funds,3,13.3,1.16,2.63,6,High,0.32162649361652673
Motilal Oswal Flexi Cap Fund,Motilal Oswal Mutual Fund,Siddharth Bothra,500,500,0.97,8332.0,9,Equity,Flexi Cap Funds,1,4.9,0.9,1.98,6,High,0.221828160923202
Motilal Oswal Focused Fund,Motilal Oswal Mutual Fund,Siddharth Bothra,500,500,1.0,1643.0,10,Equity,Focused Funds,2,10.6,1.01,2.1,6,High,0.29401460787327277
Motilal Oswal Large and Midcap Fund,Motilal Oswal Mutual Fund,Aditya Khemani,500,500,0.73,1415.0,3,Equity,Large & Mid Cap Funds,3,28.9,1.55,3.17,6,High,0.41925739777789794
Motilal Oswal Liquid Fund,Motilal Oswal Mutual Fund,Rakesh Shetty,500,500,0.21,484.0,4,Debt,Liquid Mutual Funds,1,3.8,-0.08,-0.39,2,Low,0.14030540817521958
Motilal Oswal Long Term Equity Fund,Motilal Oswal Mutual Fund,Aditya Khemani,500,500,0.8,2187.0,8,Equity,ELSS Mutual Funds,3,10.0,1.36,3.01,6,High,0.3422769781265143
Motilal Oswal Midcap Fund,Motilal Oswal Mutual Fund,Niket Shah,500,500,0.87,3769.0,9,Equity,Mid Cap Mutual Funds,5,16.4,1.98,3.72,6,High,0.49097320746321954
Motilal Oswal Nasdaq 100 FOF – Direct Growth,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.1,3378.0,4,Other,FoFs Overseas,0,21.4,0.77,1.18,6,High,0.23858204864195787
Motilal Oswal Nifty 50 Index Fund,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.14,234.0,3,Other,Index Funds,4,26.0,1.31,3.48,6,High,0.43937111245184174
Motilal Oswal Nifty 500 Index Fund,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.4,372.0,4,Other,Index Funds,3,26.7,1.34,3.05,6,High,0.4047853935291457
Motilal Oswal Nifty Bank Index Fund,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.21,332.0,4,Other,Index Funds,2,25.0,0.95,2.02,6,High,0.3346789853317174
Motilal Oswal Nifty Midcap 150 Index Fund,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.22,644.0,4,Other,Index Funds,3,33.7,1.58,3.32,6,High,0.4580996931291371
Motilal Oswal Nifty Next 50 Index Fund,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.33,118.0,3,Other,Index Funds,2,21.8,0.95,1.67,6,High,0.3040894640357852
Motilal Oswal Nifty Smallcap 250 Index Fund,Motilal Oswal Mutual Fund,Swapnil Mayekar,500,500,0.31,312.0,4,Other,Index Funds,2,37.1,1.52,2.88,6,High,0.4247634515716098
Motilal Oswal Ultra Short Term Fund,Motilal Oswal Mutual Fund,Rakesh Shetty,500,500,0.58,101.0,10,Debt,Ultra Short Duration Funds,1,1.8,-0.09,-0.2,1,Low,0.1527067813309971
Navi 3 In 1 Fund,Navi Mutual Fund,Aditya Mulki,500,1000,0.34,15.0,10,Hybrid,Multi Asset Allocation Mutual Funds,2,12.4,1.41,3.29,6,High,0.31510069401159896
Navi ELSS Tax Saver Fund,Navi Mutual Fund,Aditya Mulki,500,500,0.4,56.0,7,Equity,ELSS Mutual Funds,2,10.5,1.29,2.87,6,High,0.2857047584656875
Navi Equity Hybrid Fund,Navi Mutual Fund,Aditya Mulki,500,10,0.42,82.0,5,Hybrid,Aggressive Hybrid Mutual Funds,3,19.7,1.41,2.72,6,High,0.36767932372974277
Navi Flexi Cap Fund,Navi Mutual Fund,Aditya Mulki,500,10,0.43,202.0,5,Equity,Flexi Cap Funds,3,25.9,1.41,3.29,6,High,0.40761445686780745
Navi Large & Midcap Fund,Navi Mutual Fund,Aditya Mulki,500,10,0.35,234.0,7,Equity,Large & Mid Cap Funds,3,12.7,1.61,3.12,6,High,0.3573726268141424
Navi Large Cap Equity Fund,Navi Mutual Fund,Aditya Mulki,500,1000,0.31,91.0,10,Equity,Large Cap Mutual Funds,2,12.4,1.61,3.12,6,High,0.3304676204478254
Navi Regular Savings Fund,Navi Mutual Fund,Surbhi Sharma,500,10,0.39,26.0,10,Hybrid,Conservative Hybrid Mutual Funds,3,6.5,1.38,2.69,4,Medium,0.3248774068450566
Navi Ultra Short Term Fund,Navi Mutual Fund,Surbhi Sharma,500,1000,0.73,11.0,10,Debt,Ultra Short Duration Funds,1,13.3,0.79,2.45,2,Low,0.24966707199118598
Nippon India Arbitrage Fund,Nippon India Mutual Fund,Anand Devendra Gupta,100,5000,0.21,9234.0,10,Hybrid,Arbitrage Mutual Funds,4,5.7,1.31,1.67,1,Low,0.3854469371502964
Nippon India Balanced Advantage Fund,Nippon India Mutual Fund,Amar Kalkundrikar,100,100,0.65,6593.0,10,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3,10.1,1.58,3.76,5,High,0.3797364008094642
Nippon India Banking & PSU Debt Fund,Nippon India Mutual Fund,Pranay Sinha,100,5000,0.33,4008.0,8,Debt,Banking and PSU Mutual Funds,4,7.4,1.08,1.84,3,Medium,0.3673399857071247
Nippon India Banking&Financial Services-DirGrowth,Nippon India Mutual Fund,Vinay Sharma,100,5000,1.32,3826.0,10,Equity,Sectoral / Thematic Mutual Funds,3,9.5,1.15,2.22,6,High,0.3286158278988545
Nippon India Consumption Fund,Nippon India Mutual Fund,Amar Kalkundrikar,100,5000,1.76,312.0,10,Equity,Sectoral / Thematic Mutual Funds,5,14.6,1.76,4.22,6,High,0.4536765129511017
Nippon India Corporate Bond Fund,Nippon India Mutual Fund,Vivek Sharma,100,5000,0.32,1701.0,10,Debt,Corporate Bond Mutual Funds,5,7.0,1.61,2.64,3,Medium,0.4385460365383447
Nippon India Credit Risk Fund,Nippon India Mutual Fund,Sushil Budhia,100,500,1.0,927.0,10,Debt,Credit Risk Funds,2,4.4,1.26,3.84,5,High,0.2834373231441602
Nippon India Dynamic Bond Fund,Nippon India Mutual Fund,Pranay Sinha,100,5000,0.28,3340.0,10,Debt,Dynamic Bond,1,6.7,0.36,0.46,3,Medium,0.22083481766827376
Nippon India Equity Hybrid Fund,Nippon India Mutual Fund,Meenakshi Dawar,100,500,1.31,2764.0,10,Hybrid,Aggressive Hybrid Mutual Funds,1,5.9,1.62,3.57,5,High,0.25835750685466236
Nippon India Equity Savings Fund,Nippon India Mutual Fund,Sushil Budhia,100,5000,0.69,178.0,8,Hybrid,Equity Savings Mutual Funds,1,1.3,1.41,3.22,2,Low,0.21171409311969996
Nippon India Floating Rate Fund,Nippon India Mutual Fund,Anju Chhajer,100,5000,0.27,7288.0,10,Debt,Floater Mutual Funds,3,7.1,1.34,2.66,3,Medium,0.3574718446988889
Nippon India Focused Equity Fund,Nippon India Mutual Fund,Vinay Sharma,100,5000,1.2,5929.0,10,Equity,Focused Funds,3,11.9,1.4,3.5,6,High,0.36537832372819423
